genotype,treatment,geno_num,rep,num_of_plants,root_weigher,dry_root_wt,dry_root_wt_date,root_wt_notes,harvest_date,numeric_pt,algea_color_one,algea_color_two,shoot_wt,shoot_weigher,purpleness,shoot_weigh_date,weigh_notes,seed_or_reseed_date,sprout_date,transplant_date,gh_notes,centipede,harvest_notes,shoot_wt_by_num,total_biomass,total_biomass_by_num,seed_to_harvest,sprout_or_transplant_to_harvest
226096,S,14,X,1,J,1.49,2024-12-11T12:02:00Z,,7/17/2024,NA,,,1.4,ET,2,2024-08-23T13:59:00Z,,5/14/2024,5/28/2024,NA,"Reseeded 29 Apr, reseeded 14 May some mold on soil surface. sprouted ~28 may",n,,1.4,2.89,2.89,64,50
226096,S,14,Y,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
226096,S,14,Z,NA,,NA,,,NA,NA,,,NA,,NA,,,4/29/2024,NA,NA,Reseeded 29 Apr,n,dead,NA,NA,NA,NA,NA
22913,L,15,A,NA,,NA,,,NA,NA,,,NA,,NA,,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,dead,NA,NA,NA,NA,NA
22913,L,15,B,1,LEY,2.59,2025-01-06T14:22:00Z,,7/3/2024,1,,,4.53,ET,1,2024-09-04T10:06:00Z,,4/4/2024,4/11/2024,NA,,n,,4.53,7.12,7.12,90,83
22913,L,15,C,2,LEY,3.94,2024-12-30T15:05:00Z,,7/1/2024,1,black,,6.18,ET,1,2024-08-22T12:25:00Z,,4/4/2024,4/11/2024,NA,,n,,3.09,10.12,5.06,88,81
22913,S,15,X,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
22913,S,15,Y,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
22913,S,15,Z,1,J,3.42,2025-01-14T13:09:00Z,,6/18/2024,3,,,5.1,ET,1,2024-08-26T13:18:00Z,,4/4/2024,4/11/2024,NA,,n,,5.1,8.52,8.52,75,68
300117,L,16,A,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
300117,L,16,B,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
300117,L,16,C,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
300117,S,16,X,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
300117,S,16,Y,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
300117,S,16,Z,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
300118,L,17,A,2,J,1.48,2025-01-09T12:22:00Z,,6/21/2024,1,,,1.85,MC,3,2024-08-21T15:06:00Z,,4/4/2024,4/11/2024,NA,,n,,0.93,3.33,1.67,78,71
300118,L,17,B,3,LEY,3.41,2025-01-02T10:36:00Z,,6/30/2024,3,black,,3.38,ET,2,2024-08-26T10:40:00Z,,4/4/2024,4/11/2024,NA,,n,,1.13,6.79,2.266666667,87,80
300118,L,17,C,1,RP,1.86,2025-01-16T12:06:00Z,,7/2/2024,NA,,,2.97,ET,1,2024-08-23T12:28:00Z,,4/4/2024,4/11/2024,NA,,n,,2.97,4.83,4.83,89,82
300118,S,17,X,3,LEY,2.44,2024-12-31T11:05:00Z,,6/20/2024,NA,,,2.41,MC,3,2024-08-19T15:26:00Z,,4/4/2024,4/11/2024,NA,,n,2 guessed,0.8,4.85,1.613333333,77,70
300118,S,17,Y,1,LEY,2.08,2024-12-31T10:52:00Z,,7/1/2024,NA,,,4.61,ET,4,2024-08-22T12:19:00Z,,4/4/2024,4/11/2024,NA,,n,,4.61,6.69,6.69,88,81
300118,S,17,Z,1,LEY,1.95,2024-12-30T14:18:00Z,,7/1/2024,1,,,3.42,ET,2,2024-08-22T12:18:00Z,,4/4/2024,4/11/2024,NA,,n,,3.42,5.37,5.37,88,81
329338,L,18,A,1,J,0.7,2024-12-06T15:12:00Z,,7/9/2024,NA,,,1,ET,1,2024-08-22T12:03:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,1,1.7,1.7,NA,74
329338,L,18,B,1,J,1.4,2024-12-11T12:02:00Z,,7/17/2024,1,,,3.03,ET,2,2024-08-23T13:39:00Z,,5/14/2024,5/20/2024,NA,"Reseeded 29 Apr, reseeded 14 May",n,,3.03,4.43,4.43,64,58
329338,L,18,C,1,J,0.76,2024-12-06T15:18:00Z,,7/17/2024,NA,,,0.96,ET,1,2024-08-23T14:42:00Z,,5/14/2024,5/9/2024,NA,"Reseeded 29 Apr, reseeded 14 May, sprouted ~9 may",n,,0.96,1.72,1.72,64,69
329338,S,18,X,1,LEY,0.66,2025-01-06T14:22:00Z,,7/3/2024,3,,,0.97,ET,0,2024-09-04T10:09:00Z,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,,0.97,1.63,1.63,50,43
329338,S,18,Y,1,RP,4.42,2025-01-16T12:11:00Z,,7/2/2024,3,,,5.34,ET,2,2024-08-23T12:41:00Z,,4/4/2024,4/11/2024,NA,,n,,5.34,9.76,9.76,89,82
329338,S,18,Z,3,J,3.07,2025-01-09T12:22:00Z,,6/21/2024,1,black,,3,MC,1,2024-08-20T15:16:00Z,,4/29/2024,5/9/2024,NA,"Reseeded 29 Apr, sprouted ~9 may",n,,1,6.07,2.023333333,53,43
329435,L,19,A,1,LEY,3.34,2025-01-06T14:22:00Z,,7/3/2024,1,,,4.38,ET,0,2024-09-04T10:17:00Z,,4/4/2024,4/11/2024,NA,,n,,4.38,7.72,7.72,90,83
329435,L,19,B,2,J,2.37,2025-01-09T12:22:00Z,,6/21/2024,NA,,,3.3,MC,1,2024-08-20T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,,1.65,5.67,2.835,78,71
329435,L,19,C,1,WW,3.29,2025-01-07T13:32:00Z,,7/2/2024,1,yellow,,5.05,ET,1,2024-08-23T12:38:00Z,,4/4/2024,4/11/2024,NA,,n,,5.05,8.34,8.34,89,82
329435,S,19,X,1,RP,2.14,2025-02-11T15:14:00Z,,6/19/2024,3,,,3.27,ET,0,2024-08-22T11:00:00Z,,4/4/2024,4/11/2024,NA,,n,,3.27,5.41,5.41,76,69
329435,S,19,Y,1,J,3.1,2025-01-06T14:22:00Z,,6/18/2024,3,,,3.37,ET,0,2024-08-26T13:55:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,3.37,6.47,6.47,NA,53
329435,S,19,Z,1,RP,3.55,2025-02-11T15:14:00Z,,6/19/2024,3,black,green,6,ET,0,2024-08-22T11:32:00Z,,4/4/2024,4/11/2024,NA,,n,,6,9.55,9.55,76,69
330168,L,20,A,1,RP,3.16,2025-01-16T11:30:00Z,,6/18/2024,NA,pink,,3.7,ET,0,2024-08-28T10:47:00Z,,4/4/2024,4/11/2024,NA,,n,Roots sampled before harvest,3.7,6.86,6.86,75,68
330168,L,20,B,2,J,3.76,2025-01-06T14:22:00Z,,6/21/2024,1,black,,3.85,MC,1,2024-08-20T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,1 guess,1.93,7.61,3.81,78,71
330168,L,20,C,1,LEY,2.31,2024-12-30T13:47:00Z,,6/29/2024,NA,black,,3.68,ET,1,2024-08-23T15:14:00Z,,4/4/2024,4/11/2024,NA,,n,,3.68,5.99,5.99,86,79
330168,S,20,X,1,J,4.01,2025-01-06T14:22:00Z,,6/18/2024,NA,black,red,4.71,ET,1,2024-08-28T10:47:00Z,"2 bags both labeled 20X, combining bags per Sedona's instruction",4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,20X was started June 17 & was not finished,4.71,8.72,8.72,NA,53
330168,S,20,Y,1,LEY,2.19,2024-12-30T13:43:00Z,,6/29/2024,NA,black,,4.79,ET,1,2024-08-23T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,,4.79,6.98,6.98,86,79
330168,S,20,Z,2,J,2.47,2025-01-06T14:22:00Z,,6/21/2024,1,black,,4.24,MC,1,2024-08-20T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,,2.12,6.71,3.355,78,71
330195,L,21,A,2,J,2.97,2025-01-09T12:22:00Z,,6/21/2024,1,black,,3.61,MC,3,2024-08-21T15:06:00Z,,4/4/2024,4/11/2024,NA,,n,,1.81,6.58,3.295,78,71
330195,L,21,B,1,RP,1.51,2025-01-16T11:52:00Z,,7/2/2024,2,,,1.31,ET,3,2024-08-23T11:39:00Z,P = High 2 / Low 3,4/4/2024,4/11/2024,NA,,n,,1.31,2.82,2.82,89,82
330195,L,21,C,1,RP,1.56,2025-02-11T15:14:00Z,,6/19/2024,NA,,,1.99,ET,2,2024-08-22T10:50:00Z,,4/4/2024,4/11/2024,NA,,n,,1.99,3.55,3.55,76,69
330195,S,21,X,3,J,2.29,2025-01-14T13:09:00Z,,6/18/2024,NA,,,3.4,ET,2,2024-08-28T10:47:00Z,,4/4/2024,4/11/2024,NA,,n,,1.13,5.69,1.893333333,75,68
330195,S,21,Y,3,J,2.22,2025-01-09T12:22:00Z,,6/21/2024,1,,,3.17,MC,3,2024-08-20T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,,1.06,5.39,1.8,78,71
330195,S,21,Z,3,RP,2.22,2025-02-11T15:14:00Z,,6/19/2024,1,,,3.42,ET,2,2024-08-22T09:44:00Z,,4/4/2024,4/11/2024,NA,,n,2 guessed,1.14,5.64,1.88,76,69
337680,L,22,A,1,LEY,2.87,2025-01-02T11:14:00Z,,7/4/2024,3,black,,6.13,ET,2,2024-08-23T14:55:00Z,,4/4/2024,4/11/2024,NA,,n,,6.13,9,9,91,84
337680,L,22,B,1,LEY,2.38,2025-01-02T11:27:00Z,,7/4/2024,1,,,4.63,ET,1,2024-08-23T15:03:00Z,,4/4/2024,4/11/2024,NA,,n,,4.63,7.01,7.01,91,84
337680,L,22,C,1,LEY,0.57,2025-01-06T14:22:00Z,,7/3/2024,1,,,1.2,ET,1,2024-09-04T10:21:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,1.2,1.77,1.77,NA,68
337680,S,22,X,1,LEY,2.65,2024-12-31T13:28:00Z,,6/28/2024,2,black,,6.65,MC,1,2024-08-19T15:59:00Z,,4/4/2024,4/11/2024,NA,,n,,6.65,9.3,9.3,85,78
337680,S,22,Y,1,LEY,2,2025-01-06T14:22:00Z,,7/3/2024,NA,,,5.17,ET,2,2024-08-22T11:50:00Z,,4/4/2024,4/11/2024,NA,,n,,5.17,7.17,7.17,90,83
337680,S,22,Z,1,LEY,1.97,2025-01-02T11:16:00Z,,7/4/2024,1,,,4.71,ET,2,2024-08-23T14:53:00Z,,4/4/2024,4/11/2024,NA,,n,,4.71,6.68,6.68,91,84
453106,L,23,A,1,J,0.98,2024-12-11T12:02:00Z,,7/17/2024,1,,,2.02,ET,1,2024-08-23T14:40:00Z,,4/4/2024,NA,5/28/2024,"Reseeded 29 Apr, reseeded 14 May, transplanted from 23x 28 may",n,,2.02,3,3,NA,50
453106,L,23,B,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
453106,L,23,C,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
453106,S,23,X,1,LEY,1.18,2025-01-06T14:22:00Z,,7/3/2024,1,,,1.85,ET,2,2024-09-04T10:15:00Z,P = High 1 / Low 2,5/14/2024,5/20/2024,NA,"Reseeded 29 Apr, reseeded 14 May",n,,1.85,3.03,3.03,50,44
453106,S,23,Y,2,J,3.38,2025-01-09T12:45:00Z,,6/21/2024,1,yellow,,5.16,MC,1,2024-08-21T15:06:00Z,,4/29/2024,5/9/2024,NA,"Reseeded 29 Apr, sprouted ~9 may",n,,2.58,8.54,4.27,53,43
453106,S,23,Z,1,LEY,2.64,2025-01-02T09:25:00Z,,6/28/2024,1,black,,6.21,MC,0,2024-08-19T16:18:00Z,,4/29/2024,5/9/2024,NA,"Reseeded 29 Apr, sprouted ~9 may",n,,6.21,8.85,8.85,60,50
506030,L,24,A,3,LEY,2.82,2025-01-02T09:41:00Z,,6/28/2024,3,black,green,2.69,MC,0,2024-08-19T16:39:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,0.9,5.51,1.84,NA,63
506030,L,24,B,2,LEY,3.24,2024-12-31T11:11:00Z,,6/20/2024,1,black,,2.67,MC,0,2024-08-19T15:46:00Z,,4/4/2024,4/11/2024,NA,,n,,1.34,5.91,2.96,77,70
506030,L,24,C,3,LEY,3.45,2024-12-30T13:58:00Z,,7/1/2024,3,black,green,4.81,ET,1,2024-08-22T12:33:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,1.6,8.26,2.75,NA,66
506030,S,24,X,1,LEY,5.44,2024-12-17T15:13:00Z,,6/27/2024,3,black,yellow,4.09,MC,0,2024-08-21T15:06:00Z,,4/4/2024,4/11/2024,NA,,n,The REAL 24X,4.09,9.53,9.53,84,77
506030,S,24,Y,2,J,3.21,2025-01-06T14:22:00Z,,6/21/2024,NA,,,3.17,MC,0,2024-08-20T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,,1.59,6.38,3.195,78,71
506030,S,24,Z,3,LEY,3.94,2024-12-30T14:12:00Z,,7/1/2024,3,,,3.53,ET,1,2024-08-22T12:21:00Z,,4/4/2024,4/11/2024,NA,,n,,1.18,7.47,2.493333333,88,81
513898,L,25,A,1,RP,2.79,2025-01-16T10:51:00Z,,6/19/2024,3,black,,2.32,ET,1,2024-08-22T10:42:00Z,,4/4/2024,4/11/2024,NA,,n,,2.32,5.11,5.11,76,69
513898,L,25,B,2,J,1.91,2025-01-06T14:22:00Z,,6/18/2024,NA,,,2.31,ET,2,2024-08-26T13:13:00Z,Purple striping,4/4/2024,4/11/2024,NA,,n,1 guessed,1.16,4.22,2.115,75,68
513898,L,25,C,2,J,2.81,2025-01-14T13:09:00Z,,6/18/2024,NA,,,1.64,ET,1,2024-08-26T13:11:00Z,Reddish,4/4/2024,4/11/2024,NA,,n,,0.82,4.45,2.225,75,68
513898,S,25,X,2,J,4.09,2025-01-06T14:22:00Z,,6/21/2024,1,black,,3.51,MC,1,2024-08-20T15:16:00Z,,4/4/2024,4/11/2024,NA,,n,,1.76,7.6,3.805,78,71
513898,S,25,Y,4,LEY,4.22,2024-12-31T12:43:00Z,,6/28/2024,3,black,,3.8,MC,0,2024-08-19T16:13:00Z,,4/4/2024,4/11/2024,NA,,n,,0.95,8.02,2.005,85,78
513898,S,25,Z,2,J,5.1,2024-12-18T10:14:00Z,,6/27/2024,3,,,3.89,MC,0,2024-08-21T15:06:00Z,,4/4/2024,4/11/2024,NA,,n,,1.95,8.99,4.5,84,77
514456,L,26,A,1,RP,2.51,2025-02-11T15:14:00Z,,6/19/2024,NA,,,3.4,ET,1,2024-08-22T10:24:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,3.4,5.91,5.91,NA,54
514456,L,26,B,1,LEY,1.79,2024-12-31T12:35:00Z,,6/28/2024,0,red,,2.57,MC,1,2024-08-19T16:24:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,2.57,4.36,4.36,NA,63
514456,L,26,C,1,LEY,1.06,2025-01-02T10:49:00Z,,6/17/2024,NA,,,1.38,ET,1,2024-08-23T15:26:00Z,,4/4/2024,4/11/2024,NA,,n,,1.38,2.44,2.44,74,67
514456,S,26,X,1,RP,2.95,2025-02-11T15:14:00Z,,6/19/2024,NA,,,2.98,ET,0,2024-08-22T11:03:00Z,,4/4/2024,4/11/2024,NA,,n,,2.98,5.93,5.93,76,69
514456,S,26,Y,1,WW,3.08,2025-01-07T13:12:00Z,,7/2/2024,NA,,,4.06,ET,1,2024-08-23T12:44:00Z,,4/4/2024,4/11/2024,NA,,n,,4.06,7.14,7.14,89,82
514456,S,26,Z,1,J,2.7,2025-01-06T14:22:00Z,,6/18/2024,3,,,2.97,ET,1,2024-08-28T10:47:00Z,,4/4/2024,4/11/2024,NA,,y,Centipede,2.97,5.67,5.67,75,68
527045,L,27,A,1,LEY,1.16,2025-01-02T11:18:00Z,,7/4/2024,1,,,2.39,ET,1,2024-08-23T15:02:00Z,,4/4/2024,4/11/2024,NA,,n,,2.39,3.55,3.55,91,84
527045,L,27,B,1,J,1.45,2025-01-06T14:22:00Z,,6/18/2024,NA,,,2.84,ET,1,2024-08-26T13:50:00Z,,4/4/2024,NA,4/26/2024,"No germ, transplanted 26 Apr",n,,2.84,4.29,4.29,NA,53
527045,L,27,C,1,RP,2.31,2025-01-16T11:45:00Z,,7/2/2024,1,,,3.64,ET,1,2024-08-23T12:19:00Z,,4/4/2024,4/11/2024,NA,,n,,3.64,5.95,5.95,89,82
527045,S,27,X,2,LEY,3.27,2024-12-17T14:24:00Z,,7/9/2024,NA,,,5.75,WW,NA,2025-02-17T14:14:00Z,,4/4/2024,4/11/2024,NA,,n,17 Jul or 9 Jul or 27 Jun,2.88,9.02,4.515,96,89
527045,S,27,Y,3,LEY,2.46,2025-01-02T11:21:00Z,,7/4/2024,1,,,4.82,ET,2,2024-08-23T15:00:00Z,,4/4/2024,4/11/2024,NA,,n,,1.61,7.28,2.43,91,84
527045,S,27,Z,1,LEY,3.72,2025-01-06T14:22:00Z,,7/3/2024,2,,,7.7,ET,1,2024-09-04T10:19:00Z,,4/4/2024,4/11/2024,NA,,n,,7.7,11.42,11.42,90,83
533792,L,28,A,NA,,NA,,,NA,NA,,,NA,,NA,,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,dead,NA,NA,NA,NA,NA
533792,L,28,B,1,LEY,2.07,2024-12-17T14:49:00Z,,7/9/2024,NA,,,4.25,WW,NA,2025-02-17T14:17:00Z,,4/4/2024,4/11/2024,NA,,n,17 Jul or 9 Jul or 27 Jun,4.25,6.32,6.32,96,89
533792,L,28,C,1,J,0.56,2024-12-11T12:02:00Z,,7/17/2024,NA,,,0.87,ET,0,2024-08-23T13:57:00Z,,5/14/2024,5/22/2024,NA,"Reseeded 29 Apr, reseeded 14 May, sprouted ~22 may",n,,0.87,1.43,1.43,64,56
533792,S,28,X,1,LEY,2.17,2024-12-31T13:06:00Z,,6/28/2024,0,green,,5.67,MC,1,2024-08-19T16:21:00Z,,4/4/2024,4/11/2024,NA,,n,,5.67,7.84,7.84,85,78
533792,S,28,Y,1,RP,1.95,2025-02-11T15:14:00Z,,6/19/2024,1,,,2.2,ET,1,2024-08-22T11:46:00Z,,5/14/2024,NA,NA,"Reseeded 29 Apr, reseeded 14 May",n,,2.2,4.15,4.15,36,29
